claim,reasoning_type,true_label,predicted_label
Stargate is a production company associated with Michael Jackson!,one-hop,True,True
The Train song Mermaid was actually produced by the production team Espionage.,one-hop,True,True
"Yes, the Stargate was Michael Jackson's production team!",one-hop,True,False
Mermaid by Train was written in the reggae genre.,one-hop,True,False
Andrzej Piotr Ruszczyński was influenced by Darinka Dentcheva.,one-hop,True,True
Did you know that the anthem of the German Empire is Das Lied der Deutschen.,one-hop,True,False
I know that Darlington is a town in the United Kingdom.,one-hop,True,True
Benny Blanco is also a musician associated with Stargate productions team.,one-hop,True,True
The Train song Mermaid was actually written by Espen Lind!,one-hop,True,False
The Stargate production team is associated with Benny Blanco!,one-hop,True,True
Dub music takes its origin in the reggae music.,one-hop,True,False
The Train song Mermaid is considered a reggae song.,one-hop,True,False
I believe Lady Anne Monson was born in the Kingdom of England.,one-hop,True,False
Andrzej Piotr Ruszczyński is influenced by Darinka Dentcheva.,one-hop,True,False
Reggae music evolved out of a musical genre called ska.,one-hop,True,True
Lady Anne Monson lived a very long time in India.,one-hop,True,False
The year that the Kingdom of England was dissolution was 1707.,one-hop,True,False
The Train song by Mermaid is a pop rock song.,one-hop,True,True
The production team behind Mermaid is called the espionage.,one-hop,True,False
Andrzej Piotr Ruszczyński has been influenced by Darinka Dentcheva.,one-hop,True,True
I know that the national anthem of the German Empire was Das Lied der Deutschen.,one-hop,True,True
"Yep, Johnny Colt was a member of Train.",one-hop,True,False
Dub music is a musical style derivative of reggae.,one-hop,True,False
The Kingdom of England was actually dissolved in the year 1707.,one-hop,True,False
"Well, Polydor Records' distributing label is Universal Music Group!",one-hop,True,True
"Well, The Train song Mermaid belongs to the genre of pop rock.",one-hop,True,True
Are you familiar with Johnny Colt? He was a member of Train.,one-hop,True,True
I know that Polydor Records is distributed by Universal Music Group.,one-hop,True,True
Yes the dissolution of the Kingdom of England took place in 1707!,one-hop,True,False
The stylistic origin of reggae is ska.,one-hop,True,True
Dub music is a derivative of reggae.,one-hop,True,False
Ska is one of reggae's stylistic origins.,one-hop,True,False
"Well, Darlington is in the United Kingdom.",one-hop,True,True
"Yes, the town of Darlington is in the United Kingdom!",one-hop,True,True
Espen Lind is the creator of the song Mermaid by Train.,one-hop,True,False
And the distributing label of Polydor Records is Universal Music Group!,one-hop,True,True
Lady Anne Monson resides in India?,one-hop,True,False
Have you heard of Johnny Colt? He was a member of Train.,one-hop,True,True
The Train song “Mermaid” is an example of reggae.,one-hop,True,False
George Allen and Unwin was actually the publisher of The Hobbit.,one-hop,True,False
Yes. The capital of the Kingdom of England was Winchester!,one-hop,True,False
Espen Lind wrote the song Mermaid by the band Train!,one-hop,True,False
"AGR is the ATA Location Identifier for Agra Airport, Agra.",conjuction,True,True
AGR is the ATA Location Identifier for Agra Airport in Agra.,conjuction,True,True
The airport Agra is located in Agra and its ICAO location identifier is VIAG.,conjuction,True,True
Agra airport is in India and they have the ATA location identifier AGR.,conjuction,True,True
Agra airport is located in India and has the ICAO location identifier VIAG.,conjuction,True,True
"The location identifier for Agra Airport, in India is called VIAG.",conjuction,True,False
The ICAO Location Identifier of Agra Airport in India is called VIAG.,conjuction,True,True
"Yes, Agra Airport is located in India where the leader is Narendra Modi.",conjuction,True,False
Agra Airport is located in India where the leader is Narendra Modi?,conjuction,True,True
The leader in India is Narendra Modi and Agra airport is located there.,conjuction,True,True
Agra Airport in Uttar Pradesh has the IATA Location Identifier of AGR.,conjuction,True,True
Agra Airport is located in Uttar Pradesh with the ICAO Location Identifier of VIAG.,conjuction,True,True
Agra Airport is in Uttar Pradesh and the ICAO identifier is VIAG.,conjuction,True,True
"Agra Airport is located in Uttar Pradesh, part of Bundelkhand.",conjuction,True,True
"Yeah, Agra Airport is located in Uttar Pradesh which is part of Bundelkhand.",conjuction,True,False
Agra Airport is in Uttar Pradesh. Ram Naik is the leader there.,conjuction,True,False
"Agra Airport is located in Uttar Pradesh, Ram Naik is the leader there.",conjuction,True,False
Agra Airport is located in Uttar Pradesh where the leader is Ram Naik.,conjuction,True,False
"Oh yes, Agra Airport in Agra is operated by the Indian Air Force.",conjuction,True,False
Agra Airport is located in Agra and is operated by the Indian Air Force.,conjuction,True,False
The operating organization for Agra Airport in Agra is the Indian Air Force!,conjuction,True,False
The Indian Air Force has the Boeing C-17 Globemaster III and it also operates Agra Airport.,conjuction,True,False
"The Boeing C-17 Globemaster III is a transport aircraft in the Indian Air Force, the operating organisation for Agra Airport.",conjuction,True,False
"Yes, the Al Taqaddum air base is 84 metres above sea level and serves Fallujah.",conjuction,True,False
Al-Taqaddum Air Base. It serves the city of Fallujah in Iraq.,conjuction,True,False
The Al Taqaddum Air Base serves Fallujah Iraq.,conjuction,True,False
The Al Taqaddum Air Base serves the city of Fallujah which is in Iraq?,conjuction,True,True
Al Taqaddum air base serves Fallujah with a runway length of 3684.,conjuction,True,False
India's Air Force has a helicopter known as the HAL Light Combat Helicopter and also operates Agra Airport.,conjuction,True,True
The HAL Light Combat Helicopter is a Helicopter used by the Indian Air Force who operates the Agra Airport.,conjuction,True,False
Agra Airport is operated by the Indian Air Force. They use the HAL Light Combat Helicopter.,conjuction,True,False
Agustin Barboza is a solo singer. He plays the Guarania genre.,conjuction,True,False
Agustin Barboza is a solo singer for Guarania.,conjuction,True,False
Agustin Barboza is from Asuncion in Paraguay.,conjuction,True,True
Agustin Barboza was also born in Asuncion Paraguay.,conjuction,True,False
"Agustin Barboza is also from Asuncion, Paraguay.",conjuction,True,False
I read that Paraguay born Agustin Barboza died in Asuncion.,conjuction,True,True
Agustin Barboza died in Asuncion (part of Gran Asuncion).,conjuction,True,True
Agustín Barboza was born in Asuncion and died in Paraguay.,conjuction,True,True
"Agustín Barboza was born in Asunción, Paraguay.",conjuction,True,False
Well Agustin Barboza died in Asuncion Paraguay.,conjuction,True,False
Agustin Barboza was from Paraguay and died in Asuncion.,conjuction,True,False
"Born in Asunción, Agustín Barboza, is signed to Philips Records.",conjuction,True,False
Agustin Barboza from Asuncion is signed to Philips Records.,conjuction,True,False
"Yes, Agustin Barboza was born in Asuncion and is signed to Philips Records.",conjuction,True,False
"Alfredo Zitarrosa was born in Montevideo, which is led by Daniel Martinez.",conjuction,True,False
Alfredo Zitarrosa was born in Montevideo where the leader is the politician Daniel Martínez.,conjuction,True,False
"The birth place of Alfredo Zitarrosa is Montevideo, where the leader is the politician Daniel Martínez.",conjuction,True,False
"Yeah! Alfredo Zitarrosa died in Montevideo, Uruguay.",conjuction,True,True
Yeah Alfredo Zitarrosa died in Montevideo Uruguay.,conjuction,True,True
"Alfredo Zitarrosa also died in Montevideo, Uruguay.",conjuction,True,True
Alfredo Zitarrosa sings solo and his musical genre is Candombe.,conjuction,True,False
"Yes, Solo singer Alfredo Zitarrosa plays Candombe music!",conjuction,True,False
"Alfredo Zitarrosa was signed to the RCA Records label, the distributing company of which, is Legacy Recordings.",conjuction,True,True
Alfredo Zitarrosa's record label is RCA Records which is distributed by Legacy Recordings.,conjuction,True,False
Agustín Barboza was born in Asunción which is a part of Gran Asunción.,conjuction,True,False
"Agustin Barboza was actually born in Asuncion, part of Gran Asuncion!",conjuction,True,False
Agustin Barboza was born in Asuncion which is part of Gran Asunción.,conjuction,True,True
Alfredo Zitarrosa is from Montevideo Uruguay.,conjuction,True,True
Montevideo Uruguay is also where Alfredo Zitarrosa was born.,conjuction,True,True
Agustin Barboza is from Paraguay where the leader is Juan Afara.,conjuction,True,False
Agustín Barboza was born in Paraguay where the leader is Juan Afara.,conjuction,True,False
"Universal Music Group's, Philips Records, is the label of Agustín Barboza.",conjuction,True,False
"Alfredo Zitarrosa's birth place was Uruguay, where the leader is, Raul Fernando Sendic Rodriguez.",conjuction,True,False
"Alfredo Zitarrosa was born in Uruguay, a country led by Raul Fernando Sendic Rodriguez.",conjuction,True,False
Alfredo Zitarrosa died in Uruguay the leader is Raul Fernando Sendic Rodriguez.,conjuction,True,False
"Alfredo Zitarrosa died in Uruguay, a country led by Raul Fernando Sendic Rodriguez.",conjuction,True,False
Alfredo Zitarrosa died in Uruguay where the leader is Tabaré Vázquez.,conjuction,True,True
Chris Patten is a representative of British Hong Kong where William Anders was born.,conjuction,True,False
William Anders was born on the 17th of October 1933 and graduated from AFIT in 1962 with an M.S.,conjuction,True,False
"William Anders, who was born on the 17th of October 1933, graduated from AFIT, M.S. in 1962.",conjuction,True,False
William Anders was born 1933-10-17 and got an MS from AFIT in 1962.,conjuction,True,True
William Anders (1933-10-17) graduated from AFIT with a master of science in 1962.,conjuction,True,True
"William Anders was born on October 17th, 1933 and his Alma Mater was AFIT, M.S. which he attended in 1962.",conjuction,True,False
"William Anders (born on 1933-10-17) graduated from AFIT, M.S. in 1962.",conjuction,True,True
"William Anders of Apollo 8 retired on September 1st, 1969.",conjuction,True,False
"William Anders, crew member of Apollo 8, retired on September 1st, 1969.",conjuction,True,True
"William Anders was once a crew member of Apollo 8 and he retired on September 1st, 1969.",conjuction,True,True
William Anders was a crew member of Apollo 8 that retired 1969/09/01.,conjuction,True,True
"William Anders, the American was born in British Hong Kong.",conjuction,True,False
William Anders from the United States was actually born in British Hong Kong.,conjuction,True,False
William Anders is from the United States but was actually born in British Hong Kong.,conjuction,True,False
William Anders is from the United States but was born in British Hong Kong!,conjuction,True,False
Well William Anders was born in British Hong Kong but is a United States national.,conjuction,True,False
William Anders is from the United States and was born in British Hong Kong.,conjuction,True,False
William Anders was born in British Hong Kong and is a citizen of the United States.,conjuction,True,False
William Anders was born in British Hong Kong and then later became a pilot.,conjuction,True,True
"William Anders was a fighter pilot born in British, Hong Kong?",conjuction,True,False
William Anders from British Hong Kong served as a fighter pilot.,conjuction,True,True
William Anders who was born in British Hong Kong is a fighter pilot!,conjuction,True,True
William Anders served as a fighter pilot and crew member of Apollo 8.,conjuction,True,False
William Anders served as Chief of the Astronaut Office in 1976 and had a title as the United States Ambassador to Norway.,conjuction,True,False
William Anders time as Chief of the Astronaut Office in 1976 prepared him for his new position as United States Ambassador to Norway.,conjuction,True,False
"William Anders, United States Ambassador to Norway, served as Chief of the Astronaut Office in 1976.",conjuction,True,True
"Well, both William Anders and Frank Borman were crew members aboard Apollo 8!",conjuction,True,True
William Anders and Frank Borman were in the Apollo 8 crew.,conjuction,True,True
William Anders and Frank Borman were members of Apollo 8.,conjuction,True,True
William Anders and Frank Borman were the crew of Apollo 8.,conjuction,True,False
"Born on 17 October, 1933, William Anders joined NASA in 1963.",conjuction,True,True
"William Anders was born in October 17, 1933 and joined NASA in 1963.",conjuction,True,True
"William Anders was born October 17th, 1933. He joined NASA in 1963.",conjuction,True,True
Alaa Abdul-Zahra plays forward for Al Shorta SC.,conjuction,True,False
I read that Alaa Abdul Zahra is a forward for Al Shorta SC.,conjuction,True,False
Alaa Abdul-Zahra is a forward and play for the club Al Shorta SC.,conjuction,True,True
"Architect John Madin, designed 103 Colmore Row, located on Colmore Row, in Birmingham, England.",conjuction,True,False
"John Madin also designed 103 Colmore Row in Birmingham, England.",conjuction,True,False
"103 Colmore Row in Birmingham, England was designed by John Madin?",conjuction,True,True
"103 Colmore Row, located at Colmore Row was designed by John Madin.",conjuction,True,True
John Madin designed 103 Colmore Row which is located in Colmore Row.,conjuction,True,False
"John Madin designed 103 Colmore Row, located in Colmore Row.",conjuction,True,True
John Madin who was born in Birmingham designed 103 Colmore Row.,conjuction,True,False
"The architect John Madin, born in Birmingham designed 103 Colmore Row.",conjuction,True,False
103 Colmore Row was designed by John Madin who lives in Birmingham.,conjuction,True,False
John Madin from Birmingham actually designed 103 Colmore Row.,conjuction,True,False
103 Colmore Row at Colmore Row was actually completed in 1976.,conjuction,True,False
Well number 103 in Colmore Row was actually completed in 1976.,conjuction,True,False
Actually 103 Colmore Row actually on Colmore Row has 23 floors.,conjuction,True,False
"well there are 23 floors at 103 Colmore Row, Birmingham, England.",conjuction,True,False
"103 Colmore Row with 23 floors, is located on Colmore Row, Birmingham, England.",conjuction,True,True
103 Colmore Row is in Birmingham. It was designed by John Madin.,conjuction,True,True
"Yeah, 103 Colmore Row in Birmingham has 23 floors!",conjuction,True,False
"103 Colmore Row is in Birmingham, it has 23 floors!",conjuction,True,True
103 Colmore Row is in Birmingham and has 23 floors!,conjuction,True,True
Adare Manor is in the Republic of Ireland led by Enda Kenny.,conjuction,True,False
Alan B. Miller Hall is at 101 Ukrop Way and was completed on 1 June 2009.,conjuction,True,True
"Alan B. Miller Hall was completed on 1 June 2009, and its address is 101 Ukrop Way.",conjuction,True,True
"Robert A. M. Stern is the architect of Alan B. Miller Hall, The Mason School of Business.",conjuction,True,True
"The Mason School of Business are the current tenants of Alan B Miller Hall, which was designed by Robert A M Stern.",conjuction,True,True
"The Mason School of Business are the current tenants of Alan B Miller Hall, designed by Robert A M Stern.",conjuction,True,True
"Alan B Miller Hall (which was inaugurated on 2009-10-02) has the address ""101 Ukrop Way"".",conjuction,True,False
Alan B. Miller Hall at 101 Ukrop Way was inaugurated on 2009-10-02.,conjuction,True,True
"The inauguration date of Alan B. Miller Hall, located at 101 Ukrop Way, was October 2, 2009.",conjuction,True,False
Alan B Miller Hall in Virginia is actually owned by The College of William and Mary!,conjuction,True,False
The Alan B. Miller Hall is owned by The College of William and Mary in Virginia.,conjuction,True,True
The College of William and Mary owns the Alan B. Miller Hall and the Chancellor of the College is Robert Gates.,conjuction,True,False
Robert Gates is the chancellor of The College of William and Mary which owns Alan B. Miller Hall.,conjuction,True,False
"Robert Gates served as chancellor of the College of William and Mary, which is the owner of the Alan B. Miller Hall.",conjuction,True,False
Mason School of Business is a tenant of Alan B. Miller Hall in the United States.,conjuction,True,True
"The address for Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road, Ahmedabad.",conjuction,True,True
"The address of Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, near CEPT University, opp. Gujarat University, University Road, Ahmedabad.",conjuction,True,True
"The address of Amdavad ni Gufa is Lalbhai Dalpatbhai Campus, Ahmedabad near CEPT University, opp. Gujarat University, University Road.",conjuction,True,True
The prime minister of India is Narendra Modi and Amdavad ni Gufa is also located in India.,conjuction,True,True
Sumitra Mahajan is the leader of India where Amdavad ni Gufa is found.,conjuction,True,False
"Amdavad ni Gufa is located in India, the country which has Sumitra Mahajan as one of its leaders.",conjuction,True,False
It is located in India. The leader of India is Sumitra Mahajan.,conjuction,True,False
"Amdavad ni Gufa is in Ahmedabad, India.",conjuction,True,False
"Amdavad ni Gufa is located in Ahmedabad, India!",conjuction,True,True
"Are you familiar with Amdavad ni Gufa is located in Gujarat, India.",conjuction,True,True
Amdavad ni Gufa is located in Gujarat Ahmedabad.,conjuction,True,False
"Do you know Amdavad ni Gufa is located in Gujarat, Ahmedabad.",conjuction,True,True
The architect of Asher and Mary Isabelle Richardson House was Alfred Giles from England.,conjuction,True,False
"Asher and Mary Isabelle Richardson House was designed by architect Alfred Giles, who was born in England.",conjuction,True,True
Alfred Giles from England also designed Asher and Mary Isabelle Richardson House.,conjuction,True,False
"Alfred Giles was the architect of Asher and Mary Isabelle Richardson House and died in Kendall County, Texas.",conjuction,True,True
"Asher and Mary Isabelle Richardson House was designed by architect Alfred Giles who died in Kendall County, Texas.",conjuction,True,False
"Alfred Giles, architect of The Asher and Mary Isabelle Richardson House died in Kendall County, Texas.",conjuction,True,True
People living in India where Amdavad ni Gufa is located are called Indian.,conjuction,True,False
Amdavad ni Gufa is located in India and the demonym for people living in India is Indian.,conjuction,True,False
"Amdavad ni Gufa is located in India, which is populated by Indian People.",conjuction,True,False
T S Thakur is the leader of India; also the location of Amdavad ni Gufa.,conjuction,True,False
"The Mason School of Business is located in the United States, and are the current tenants of Alan B Miller Hall.",conjuction,True,False
The Mason School of Business is the tenant of the Alan B Miller Hall in the United States.,conjuction,True,False
The Mason School of Business is in Alan B Miller Hall in the United States.,conjuction,True,False
"1001 Gaussia has a mean temperature of 154.0 kelvins, its maximum temperature is 165 Kelvins.",conjuction,True,False
The apoapsis of 1097 Vicia is 511592000.0 km it has an average speed of 17.92 kilometres per second.,conjuction,True,False
1097 Vicia has a temperature of 171 kelvins and an apoapsis of 511592000 kilometres!,conjuction,True,True
The temperature of 1097 Vicia is 171.0 (kelvins) and its apoapsis is 511592000.0 km.,conjuction,True,False
The temperature of 1097 Vicia is 171.0 (kelvins) and it has an apoapsis of 511592000.0 kilometres.,conjuction,True,False
It has a rotation period of 95040.0 and its epoch on 2006.12.31.,conjuction,True,True
1097 Vicia has rotation of 95040 and its epoch is on 13 January 2016.,conjuction,True,True
1097 Vicia has an escape velocity of 0.0112 kilometres per second and its apoapsis is 511592000.0 kms.,conjuction,True,False
The apoapsis of 1097 Vicia is 511592000.0 km and it has an escape velocity of 0.0112 kilometres per second.,conjuction,True,True
The escape velocity of 1097 Vicia is 0.0112 km/s and its apoapsis is 511592000.0 km.,conjuction,True,False
They have a mass of 9.8 kgs and an apoapsis of 511592000.0 km.,conjuction,True,False
1097 Vicia has a 9.8kg mass and an apoapsis of 511592000.0 km.,conjuction,True,False
It has a mass of 9.8kg with an apoapsis of 511592000.0 kilometres.,conjuction,True,False
1097 Vicia has rotation of 95040.0 and an apoapsis of 511592000.0 km.,conjuction,True,False
The rotation period of 1097 Vicia is 95040.0 and its apoapsis is 511592000.0 kilometres.,conjuction,True,True
1097 Vicia has a rotation period of 95040 and an apoapsis of 511592000.0 km.,conjuction,True,True
"1101 Clematis, which is a celestial body, has an apoapsis of 520906000.0 Kilometers and an average speed of 16.54 k.p.s.",conjuction,True,False
it has an apoapsis of 520906000.0 Kilometers and an average speed of 16.54 km/s!,conjuction,True,False
"The minor planet, 1101 Clematis, has an apoapsis of 520906000.0 km and an average speed of 16.54 km/s.",conjuction,True,True
The apoapsis for 1101 Clematis is 520906000.0 (kilometres) and a temperature of 155 kelvins.,conjuction,True,True
The celestial body known as 1101 Clematis has a temperature of 155 kelvins and an apoapsis of 520906000.0 Kilometers.,conjuction,True,False
It's temperature is 155 kelvins and an apopsis of 520906000.0.,conjuction,True,False
it has an epoch date of December 31st 2006 and a mass of 5.7 kilograms.,conjuction,True,False
The epoch of 1101 Clematis is on the 31st of July 2016 and it has a mass of 5.7 kilograms.,conjuction,True,False
it has an apoapsis of 520906000.0 kilometres and an escape velocity of 0.02 kilometres per second.,conjuction,True,False
The escape velocity of 1101 Clematis is 0.02 km per sec and its apoapsis is 520906000.0 km.,conjuction,True,False
"1101 Clematis, with an escape velocity of 0.02 kmps, has an apoapsis of 520906000.0 (kilometres).",conjuction,True,False
"The epoch of 1101 Clematis is on the 31st of July 2016 and its former name was ""1928 SJ"".",conjuction,True,False
Well it has a mass of 5.7 kilograms and an apoapsis of 520906000.0 km.,conjuction,True,False
"At a mass of 5.7 kgs, 1101 Clematis, has an apoapsis of 520906000.0 kilometres.",conjuction,True,False
"1101 Clematis, has an orbital period of 183309000.0, and an epoch date of December 31st 2006.",conjuction,True,False
The epoch of 1101 Clematis is 31 December 2006 and it has an orbital period of 183309000.0.,conjuction,True,False
"The total area of Akron, Ohio, is 161.54 square kilometres and the population density is 1239.3 inhabitants per square kilometre.",conjuction,True,True
"Akron, Ohio with a total area of 161.54 sq km, has a population density of 1239.3 inhabitants per square kilometre.",conjuction,True,True
"Auburn, Alabama has a population density of 368.65 inhabitants per sq km, and a total area of 140.8 Sq Km.",conjuction,True,True
Auburn Alabama has a total area of 140.8 Sq Km and a population density of 368.65 inhabitants per square kilometre.,conjuction,True,True
"The city of Auburn, Alabama has a total area of 140.8 sq kms and a population density of 368.65 inhabitants per sq km.",conjuction,True,True
"Paul Kupperberg is the creator of the comic character Arion, sometimes known as Ahri'ahn.",conjuction,True,False
"Created by Paul Kupperberg, the book character Arion is also known as Ahri'ahn.",conjuction,True,False
"Created by Jan Duursema, the comic character Arion is also known as Ahri'ahn.",conjuction,True,False
The character Arion was created by Paul Kupperberg and Jan Duursema.,conjuction,True,False
"Yep, Arion was created by Jan Duursema and Paul Kupperberg.",conjuction,True,False
Arion was created by Jan Duursema and Paul Kupperberg?,conjuction,True,True
"Well, Arion was created by Jan Duursema who won the Eisner Award.",conjuction,True,False
The Eisner award winning Jan Duursema created the character of Arion.,conjuction,True,False
Yes. Baymax was created by Duncan Rouleau and Steven T. Seagle.,conjuction,True,False
"I know, Baymax was created by Duncan Rouleau and Steven T. Seagle.",conjuction,True,True
I know Baymax was created by both Duncan Rouleau and Steven T. Seagle.,conjuction,True,False
"I know that Baymax first appeared in Big Hero 6, with Ryan Potter!",conjuction,True,True
"Yes, Baymax first appeared in Big Hero 6 which stars Ryan Potter.",conjuction,True,False
The first appearance in a film for the character Baymax was Big Hero 6 which starred Ryan Potter.,conjuction,True,False
"Duncan Rouleau made Baymax, the character in Big Hero 6.",conjuction,True,False
"Duncan Rouleau created Baymax, the character in Big Hero 6.",conjuction,True,False
"Big Hero 6, with Damon Wayans Jr, has a character called Baymax.",conjuction,True,True
Baymax is the character from Big Hero 6 that starred Jamie Chung.,conjuction,True,False
Big Hero 6 starring Jamie Chung has the character Baymax.,conjuction,True,True
Baymax is the character from Big Hero 6 that stars Maya Rudolph.,conjuction,True,False
"Baymax is a character in Big Hero 6, Scott Adsit starred in the movie version of Big Hero 6.",conjuction,True,True
"Baymax is a character from Big Hero 6, which stars Scott Adsit.",conjuction,True,True
"Baymax is from Big Hero 6, starring Scott Adsit.",conjuction,True,True
"Scott Adsit was born in Northbrook, Illinois and voices Baymax!",conjuction,True,True
Baymax is voiced by Scott Adsit who was born in Northbrook Illinois.,conjuction,True,True
Scott Adsit was born in Northbrook Illinois and does the voice for Baymax.,conjuction,True,True
The character Ben Urich (Benjamin Urich) was created by Gene Colan.,conjuction,True,True
"Ben Urich, full name Benjamin Urich was made by Gene Colan.",conjuction,True,True
Big Hero 6 with Alan Tudyk had a character called Baymax.,conjuction,True,True
Baymax is a character from Big Hero 6 that starred Ryan Potter!,conjuction,True,True
Baymax is a character in Big Hero 6 that Ryan Potter stars.,conjuction,True,True
I know that Duncan Rouleau is an American who created Baymax.,conjuction,True,False
"Baymax was actually created by American, Duncan Rouleau.",conjuction,True,False
"Yes, Gene Colan is the American who created Ben Urich.",conjuction,True,False
I know that Ben Urich was created by Gene Colan an American.,conjuction,True,True
American Roger McKenzie is the comic book writer who created Ben Urich.,conjuction,True,False
"Roger McKenzie, is the American comic book writer who created Ben Urich.",conjuction,True,True
"Have you ever tried Bakewell pudding, which has ground almonds, jam, butter and eggs.",conjuction,True,True
"A variant of bakewell pudding is bakewell tart and has ground almond, jam, butter and eggs as main ingredients.",conjuction,True,False
A variant of bakewell pudding is bakewell tart and it uses frangipane.,conjuction,True,True
A variant of bakewell pudding is bakewell tart which has frangipane as an ingredient.,conjuction,True,True
Bakewell pudding is from the Derbyshire Dales region of the County of Derbyshire.,conjuction,True,True
There is an area within Derbyshire called the Derbyshire dales where Bakewell pudding originated.,conjuction,True,False
"Bakewell pudding originates from the Derbyshire Dales, Derbyshire.",conjuction,True,True
Patrick McLoughlin is a leader in Derbyshire Dales where Bakewell pudding originated!,conjuction,True,False
Bakewell pudding is a dessert that can be served warm (freshly baked) or cold.,conjuction,True,True
"Bakewell pudding, a classic dessert, can be served warm (freshly baked) or cold.",conjuction,True,True
Bakewell pudding can be served freshly baked (warm) or served cold.,conjuction,True,True
Well you can serve a Bakewell pudding warm or cold!,conjuction,True,True
"India made a dish called Bhajji, the main ingredients are vegetables.",conjuction,True,True
"Vegetables are an ingredient in bhajji, which also comes from India.",conjuction,True,True
They are the main ingredients in bhajji which originated in India.,conjuction,True,True
"Bhajji comes from India, where Narendra Modi is the leader!",conjuction,True,False
Bhajji comes from India where Narendra Modi is also a leader.,conjuction,True,False
The Karnataka region enjoys bhajji that contain gram flour.,conjuction,True,True
Bhajji includes vegetables from the Karnataka region.,conjuction,True,True
Bhajji is made from vegetables and comes from Karnataka.,conjuction,True,False
Bhajji comes from Karnataka and its leader is Vajubhai Vala.,conjuction,True,False
Vajubhai Vala is the leader of Karnataka where Bhajji originates!,conjuction,True,False
Pakora and other fritters made from wheat or corn flour are similar to bhajji which uses vegetables as one of the ingredients.,conjuction,True,True
Neptun Werft in Germany actually built the A-Rosa Luna!,conjuction,True,False
The A Rosa Luna was actually built at the Neptun Werft in Germany.,conjuction,True,False
The A Rosa Luna was made on the Neptun Werft in Germany!,conjuction,True,False
The A-Rosa Luna is 125800.0 millimetres and was completed on 6 April 2005.,conjuction,True,False
The A-Rosa Luna is 125.8m long and finished on April 6th 2005.,conjuction,True,False
"The building of the 125.8 metre long, A-Rosa Luna, was completed on April 6th 2005.",conjuction,True,False
The A-Rosa Luna is 125800.0 millimetres in length and is powered by a MTU Friedrichshafen engine.,conjuction,True,False
The A-Rosa Luna is 125.8m long and it has MTU Friedrichshafen engines.,conjuction,True,True
The A-Rosa Luna has an MTU Friedrichshafen engine and is 125.8 metres long.,conjuction,True,True
A-Rosa Luna has a ship displacement of 1850 tonnes and a top speed of 24.0.,conjuction,True,True
The A-Rosa Luna weighs around 1850 tonnes and has a top speed of 24.0.,conjuction,True,False
The A-Rosa Luna has a 2 × MTU 16V 2000 M60 engine and is 125800.0 millimetres in length.,conjuction,True,False
The A-Rosa Luna 125.8 metres long has 2 x MTU 16V 2000 M60 engine.,conjuction,True,False
"The powering of the A-Rosa Luna, which is 125800.0 (millimetres) long, is the ""2xMTU 16V 2000 M60 engine"".",conjuction,True,False
Alliant Techsystems also make the ALV X-1 and the XM25 CDTE.,conjuction,True,False
Alliant Techsystems produces the XM25 CDTE and the ALV X-1.,conjuction,True,True
"The ALV X-1 was manufactured by Alliant Techsystems, who produce the XM25 CDTE.",conjuction,True,False
Well the Acura TLX has a Honda K engine and was assembled in Marysville Ohio.,conjuction,True,False
"Acura TLX has Inline-four engine and is assembled in Marysville, Ohio.",conjuction,True,False
"The Acura TLX is assembled in Marysville, Ohio with an Inline-four engine.",conjuction,True,False
"Acura TLX has Inline-four engine and was assembled in Marysville, Ohio.",conjuction,True,False
"Acura TLX with a V6 engine is made in Marysville, Ohio.",conjuction,True,False
"The Acura TLX has a v6 engine and comes from Marysville, Ohio.",conjuction,True,False
I have heard the Acura TLX has a Honda manufactured Honda J engine!,conjuction,True,False
The Acura TLX has an engine type called the Honda J which is made by Honda.,conjuction,True,False
"The Acura TLX engine type is the Honda J, which is made by Honda.",conjuction,True,False
"Also, the Acura TLX has a K engine made by Honda.",conjuction,True,False
The Acura TLX also has a Honda K engine manufactured by Honda!,conjuction,True,False
The Acura TLX has a Honda K engine. It is made by Honda.,conjuction,True,False
The Acura TLX has a V6 and is assembled at the Marysville Auto Plant.,conjuction,True,True
Acura TLX has V6 engine and its assembly line is located at the Marysville Auto Plant.,conjuction,True,False
Acura TLX has a V6 engine and is made at the Marysville Auto Plant.,conjuction,True,True
the Acura TLX has a 2.4 l engine which is produced by Honda.,conjuction,True,True
Honda makes the Acura TLX and it has a 2.4 litre engine.,conjuction,True,False
Honda made the Acura TLX which has an engine size of 3.5 litres.,conjuction,True,False
Also the Acura TLX has a 3.5 litre engine and is made by Honda.,conjuction,True,False
The Acura TLX is manufactured by Honda and its engine size is 3.5 litres.,conjuction,True,True
The Acura TLX has a Honda K engine which is made by Honda.,conjuction,True,False
The Acura TLX which is made by Honda has a Honda K engine.,conjuction,True,False
The Acura TLX is from Honda and has a Honda K engine.,conjuction,True,False
"Yes, Honda makes the Acura TLX that has a V6 engine.",conjuction,True,True
Well Honda makes the Acura TLX with a V6 engine?,conjuction,True,False
The Acura TLX has V6 engine and is made by Honda.,conjuction,True,True
Acura is a division of Honda that make the Acura TLX.,conjuction,True,True
Honda makes Acura TLX since Acura is part of the Honda Co.,conjuction,True,True
The A-Rosa Luna uses a MTU Friedrichshafen engine in Friedrichshafen.,conjuction,True,True
