claim,true_output,predicted_output
AFC Ajax were in the Eredivisie season of 2014-2015.,True,True
Yeah AFC Ajax played in the 2014-15 Eredivisie season!,True,True
The AZAL Arena is in Azerbaijan.,True,True
They have the AZAL arena in Azerbaijan.,True,True
"AZAL Arena, which is located in Azerbaijan.",True,False
The AZAL Arena is actually in Shuvalan.,True,False
I know that AZAL Arena is located in Shuvalan.,True,False
"The AZAL Arena is in Shuvalan, right?",True,False
"AZAL PFK stands for ""AZAL Peşəkar Futbol Klubu"".",True,True
AZAL PFK's full name is AZAL Peşəkar Futbol Klubu.,True,True
The full name of AZAL PFK is AZAL Peşəkar Futbol Klubu.,True,True
AZAL PFK play home games at the AZAL Arena!,True,False
well there are 3500 members of AZAL PFK.,True,False
Well Azal Pfk has 3500 members.,True,False
AZAL PFK participated in the season 2014!,True,True
"Yup, AZAL PFK are in season 2014!",True,True
"AZAL PFK Bakou is playing Azerbaijan PremierLeague, 2014–15.",True,True
Qarabağ FK are the champions of the Azerbaijan Premier League.,True,True
"Interestingly, the leader of Blackpool is the Conservative Party (UK).",True,False
I know Blackpool is led by Gordon Marsden.,True,False
Gordon Marsden is actually one of the Blackpool's leaders.,True,False
"Yes, the leader of Blackpool is named Gordon Marsden.",True,False
Blackpool is on the Labour council.,True,False
Christian Panucci was part of the Real Madrid CF club.,True,False
"Oh yes, John van den Brom plays for De Graafschap!",True,False
"Yes, Barrow AFC have been champions of the National League North before.",True,False
Barrow A.F.C. team won the championship in the National League North before.,True,False
Barrow A.F.C. are the National League North Champions.,True,False
Rolando Maran is attached to AC Chievo Verona as well.,True,False
"Yes, Stuart Parker was a footballer at Blackburn Rovers FC.",True,False
Stuart Parker playing for Blackburn Rovers F.C.,True,False
Stuart Parker also played for Chesterfield FC.,True,False
Stuart Parker played for the Chesterfield F.C.,True,False
Stuart Parker was a player for Drogheda United FC.,True,False
Stuart Parker is also attached to Irlam Town Football Club.,True,False
Stuart Parker plays for the Irlam Town F.C.,True,False
The footballer Stuart Parker plays for KV Mechelen?,True,False
Stuart Parker was a footballer for Runcorn FC Halton.,True,False
His name is Stuart Parker. He plays for Runcorn F.C. Halton.,True,False
Stuart Parker's football club is called Stockport County F.C.,True,True
"Stuart Parker, the footballer plays for Stockport County F.C.",True,False
Well 1634 The Galileo Affair was followed by 1634: The Ram Rebellion.,True,True
The ISBN for the book A Fortress of Grey Ice is 0-7653-0633-6.,True,True
"Well, the ISBN number for A Fortress of Grey Ice is 0-7653-0633-6.",True,False
Well the OCLC number of A Fortress of Grey Ice is 51969173.,True,True
"J.V. Jones is the author of ""A Fortress of Grey Ice."".",True,True
"Yes, the author of A Fortress of Grey Ice is J.V. Jones!",True,True
I know that A Fortress of Grey Ice was written by J. V. Jones.,True,False
"He wrote ""A Fortress of Grey Ice"" which can be found in print.",True,False
"A Fortress of Grey Ice was made in ""Print"".",True,False
Fortress of Grey Ice is also available in print form.,True,False
A Fortress of Grey Ice has 672 pages.,True,False
A Severed Wasp has an ISBN number 0-374-26131-8!,True,False
Well A Severed Wasp has ISBN number 0-374-26131-8.,True,False
"PS3523.E55 S4 1982 is the Library of Congress Classification of ""A Severed Wasp"".",True,True
The Library of Congress Classification of A Severed Wasp is PS3523.E55 S4 1982.,True,False
"Yes, A Severed Wasp was assigned OCLC number 8805735.",True,True
A Severed Wasp has a OCLC number of 8805735.,True,False
A severed wasp can be found in print.,True,False
"Well, the book ""A Severed Wasp"" is available in print.",True,False
Have you read A Severed Wasp? It is a hardcover book.,True,False
Have you read A Severed Wasp? It was published in hardback!,True,False
A severed Wasp has 388 pages!,True,False
"""A Severed Wasp"" has 388 pages!",True,False
I know that A Severed Wasp has 388 pages!,True,False
"A Wizard of Mars ISBN number is ""978-0-15-204770-2"".",True,False
It is called A Wizard of Mars and has ISBN number 978-0-15-204770-2.,True,False
"Well A Wizard of Mars' ISBN number is ""978-0-15-204770-2.",True,False
I know the OCLC number of A Wizard of Mars is 318875313.,True,False
There is A Wizard of Mars which is available in print form.,True,False
"Yes, A Wizard of Mars was published in print!",True,False
Have you read A Wizard of Mars? It's published in Hardcover.,True,False
It's called A Wizard of Mars. It was published in hardback.,True,False
The wizard of Mars is 560 pages in length.,True,False
"There are over 560 pages in the book ""A Wizard of Mars"".",True,False
"Yes, the book A Wizard of Mars has 560 pages.",True,False
"Well, Acta Mathematica Hungarica is published by Springer Science and Business Media.",True,True
Well Springer Science+Business Media publishes Acta Mathematica Hungarica.,True,True
Well Acta Mathematica Hungarica is the publisher of Springer Science+Business Media.,True,False
The founder of Springer Science and Business Media is Julius Springer.,True,True
Julius Springer is the founder of Springer Science and Business Media.,True,False
Do you know that Agra Airport is located in Agra?,True,True
I have heard Agra airport is located in Agra.,True,True
"Yes, and Al-Taqaddum Air Base is 84 metres above sea level.",True,True
Al Taqaddum Air Base is actually 84 metres above sea level!,True,False
The elevation above the sea level (in metres) of Al-Taqaddum Air Base is 84.0.,True,False
Yes and Agustin Barboza is signed to Philips Records.,True,False
Agustin Barboza is actually signed to the Philips Records label.,True,False
Agustín Barboza is signed to Philips Records.,True,False
Alfredo Zitarrosa is musically connected to Hilario Perez!,True,False
The musical genre of Alfredo Zitarrosa is actually called Milonga.,True,True
There is Alfredo Zitarrosa who is an exponent of Milonga.,True,True
Alfredo Zitarrosa plays the Milonga music genre.,True,False
Movieplay is a label of Alfredo Zitarrosa.,True,False
"Yes, the record label of Alfredo Zitarrosa is Movieplay.",True,True
"Well, Asunción is part of Gran Asunción.",True,False
I know that Asunción is part of Gran Asunción.,True,False
Legacy Recordings is one of the distributing companies for RCA Records.,True,True
Apollo 8 is operated by NASA!,True,True
I heard that Apollo 8 is operated by Nasa!,True,True
Apollo 8 was manned by NASA.,True,True
Aleksander Barkov Jr is also from Finland!,True,False
"Yes, and Aleksander Barkov Jr. was born in Finland.",True,False
"Aleksander Barkov, Jr's was born in Finland!",True,False
John Madin was the architect that designed 103 Colmore Row.,True,True
Yes. 103 Colmore Row was designed by John Madin.,True,True
Yes and 103 Colmore Row is located at Colmore Row.,True,False
"Oh yes, 103 Colmore Row is located in Colmore Row!",True,True
There is also Adare Manor in the Republic of Ireland.,True,True
The Adare Manor is located in the Republic of Ireland?,True,True
The Mason School of Business are tenants of Alan B Miller Hall.,True,True
The architect B V Doshi designed Amdavad Ni Gufa.,True,True
He was the architect that designed Amdavad ni Gufa.,True,True
Birmingham has postcode area B.,True,True
"Well, Sumitra Mahajan is the Indian leader.",True,False
"Well, the leader in India is called Sumitra Mahajan.",True,False
"Well, I know that the official language of Ireland is English.",True,True
"Yes, the main language of the Republic of Ireland is English.",True,False
One of the main languages used in the Republic of Ireland is English.,True,True
That's true. The rotation period of 1097 Vicia is 95040.0.,True,False
1097 Vicia actually has a rotation period of 95040.0.,True,True
"Yeah, the rotation period of 1097 Vicia is 95040.",True,True
That is correct. The periapsis of 1101 Clematis is 445895000000.0.,True,False
The planet has a periapsis of 445895000000.0.,True,False
1101 Clematis has a periapsis of 445895000000.,True,False
"Nice! Ann Arbor is the largest city in Washtenaw County, Michigan.",True,False
Biggest town in Washtenaw county Michigan is Ann Arbor.,True,True
"Ann Arbor, Michigan is the largest city in Washtenaw County.",True,True
Do you know that Baymax is the character in Big Hero 6.,True,True
Have you heard about Bill Everett? He won the Eisner Award.,True,True
"Interestingly, Bill Everett has been awarded the Eisner award!",True,False
An ingredient of bakewell tart is frangipane.,True,True
Frangipane is an ingredient that is used in Bakewell tarts.,True,True
Frangipane is also an ingredient of Bakewell tarts!,True,False
I have heard that Patrick McLoughlin is the leader in the Derbyshire Dales.,True,False
I know Patrick McLoughlin is a leader in Derbyshire Dales.,True,False
The leader of Derbyshire Dales was Patrick McLoughlin.,True,False
The ALV X-1 is made by Alliant Techsystems!,True,True
"Yep, Alliant Techsystems makes the ALV X-1.",True,False
And the engine size of the Acura TLX is 3.5 litres!,True,False
"Yeah, the Acura TLX has a 3.5 litre engine!",True,False
I have an Acura TLX with a Honda K engine.,True,False
Yeah the leader of Germany is Stanislaw Tillich.,True,False
"He was actually Stanislaw Tillich, the leader of Germany.",True,False
I agree. Acura is a division of the Honda Co.,True,True
I've heard that Acura is a division of Honda.,True,True
"When Abdul Rahman Ya'kub was in office, Tuanku Bujang Tuanku Othman was Vice President.",True,False
Abdul Rahman Ya'kub was in office whilst Tuanku Bujang Tuanku Othman was Vice President.,True,False
Abdul Taib Mahmud's Alma mater is actually the University of Adelaide.,True,False
The University of Adelaide is also where Abdul Taib Mahmud studied.,True,False
"Well, Abdul Taib Mahmud is from Kota Samarahan.",True,False
"Well, Abdul Taib Mahmud lived in Kota Samarahan region.",True,False
His successor is Adenan Satem who succeeded Abdul Taib Mahmud.,True,True
Abdul Taib Mahmud's successor was called Sulaiman Abdul Rahman Taib.,True,False
"Well, Abdul Taib Mahmud was succeeded by Sulaiman Abdul Rahman Taib.",True,True
Well the successor to Abdul Taib Mahmud was Sulaiman Abdul Rahman Taib.,True,True
"Yeah, Adenan Satem went to the University of Adelaide.",True,False
Adenan Satem's alma mater is the University of Adelaide.,True,False
Yes! Alvah Sabin ended his career on 1857-03-03.,True,False
Well Alvah Sabin was a member of the United States Whig Party!,True,False
Alvah Sabin belongs to the Whig Party (United States).,True,False
Alvah Sabin was part of the Whig Party in the United States.,True,False
"In Austria, the language is spoken as Austrian German.",True,True
I know that the language in Austria is known as Austrian German.,True,True
Well the spoken language of Austria is known as Austrian German.,True,True
A.F.C. Blackpool actually has 1500 members!,True,False
"AZAL PFK is located at Shuvalan, Baku, Azerbaijan.",True,True
"AZAL PFK is located in Shuvalan, Baku, Azerbaijan.",True,True
Yes. Stuart Parker used to play for Bury FC.,True,False
Footballer Stuart Parker plays for the Bury FC?,True,False
It's called A Fortress of Grey Ice and it is a hardcover.,True,False
Have you read A Fortress of Grey Ice? It's made in hardcover.,True,False
"Yes, A Fortress of Grey Ice was published in Hardcover.",True,True
I know Darlington has an area code of 01325.,True,True
In Darlington they have an area code of 01325.,True,True
Lady Anne Monson's spouse was actually George Monson.,True,False
"Yes, the spouse of George Monson is lady Anne Monson.",True,False
I know that Lady Anne Monson is the wife of George Monson.,True,False
"The postal codes in Darlington is DL1, DL2, and DL3.",True,False
"Well, the postal codes for Darlington are DL1, DL2, and DL3.",True,False
The Kingdom of England used unitary form of government.,True,True
"Well, The Kingdom of England was a unitary state.",True,False
Pranab Mukherjee was a leader of India right?,True,False
Yes. The leader of India is called Pranab Mukherjee.,True,False
India's leader is called Pranab Mukherjee.,True,False
A stylistic origin of pop rock is rock music.,True,True
Pop rock has its stylistic origin in rock music.,True,True
The stylistic origin of pop rock is rock music.,True,True
"Well, Universal Music Group is the parent company for Polydor Records.",True,True
Polydor Records' parent company is known as Universal Music Group.,True,True
The song Mermaid was originally produced by Stargate.,True,False
The Train song Mermaid was written by the Stargate production team!,True,False
I guess Leni Robredo is the leader of the Philippines.,True,False
"Yes, Leni Robredo is a great Filipino leader!",True,True
"Yes, and the leader of the Philippines is Leni Robredo.",True,False
Leni Robredo is the name of the leader of the Philippines?,True,False
There is a song by Train called Mermaid on Sony Music Entertainment.,True,True
"His hit ""Mermaid"" was put out by the Sony Music Entertainment record label.",True,False
Indeed! The Kingdom of England was founded in the year 927.,True,False
927 is the founding year for the Kingdom of England.,True,False
It was founded as the Kingdom of England in 927.,True,False
"Yes, The Train song Mermaid is followed by the John Lennon song Imagine!",True,False
The song Mermaid by Train was followed by the release of Imagine by John Lennon performed by Train.,True,False
The Train song Mermaid came out on the date 2012-12-27.,True,False
I know that The Train song Mermaid was released on 27th December 2012.,True,True
The Mermaid song by Train was released on the twenty seventh of December 2012.,True,False
The song Mermaid is by the musical band Train.,True,False
The song Mermaid was made by the band Train.,True,False
I know that the song Mermaid belongs to the musical band Train.,True,False
"Yes, and Lady Anne Monson was born in Darlington.",True,False
Do you know that the demonym for people from India is Indian.,True,True
"Interestingly, the demonym for a person from India is called Indian.",True,True
Indian is actually the demonym for people from India.,True,True
"The Train song Mermaid was preceded by ""This'll be my year"".",True,True
The Train song Mermaid was preceded by the song This'll Be My Year?,True,True
Darlington is located in North East England!,True,False
I know that Darlington is in the North East of England.,True,True
"Yes, Darlington is in the North East of England!",True,True
John Lennon wrote and performed the song Imagine.,True,True
Imagine is the name of a song by John Lennon.,True,False
"Well the leader's title in India is called ""President."".",True,True
I know that in India the leader is given the title of president.,True,True
I've heard that the leader of India is called the president.,True,False
"In India, the chief justice is a leadership title.",True,False
"Yes, the Chief Justice is also one of the titles of Indian leaders.",True,False
Chief Justice is also one of the leaders in India.,True,False
"Well, Interscope Geffen A&M distributes Polydor Records label.",True,False
"There are 1,293,057,000 people in India!",True,False
well the total population of India is 1293057000.,True,False
"Well, India's population is 1,293,057,000.",True,True
Mermaid is a song by Train on the Columbia Records label.,True,True
I have heard the song Mermaid is on Columbia Records.,True,False
The Train song Mermaid came out under Columbia Records.,True,False
It's written by Train and it is distributed digitally.,True,True
"Yes, The Train song Mermaid is distributed in digital format.",True,True
Do you know that The Train song Mermaid is available in digital format.,True,True
The John Lennon song Imagine belongs to the album Imagine by John Lennon.,True,True
Pop rock's subgenre is indie pop.,True,False
Indie pop is a music subgenre of pop rock.,True,False
Are you familiar with the band Train? They play pop rock.,True,True
Train is a pop rock band.,True,False
Reggae's stylistic origin is rhythm and blues.,True,False
The stylistic origin of reggae is rhythm and blues.,True,True
Reggae has its stylistic origin in rhythm and blues.,True,True
The Mermaid song by Train has a run time of three minutes and sixteen seconds.,True,False
The Train song Mermaid actually lasts 3.16 minutes.,True,False
The Train song Mermaid is 3 minutes and 16 seconds long!,True,False
Hip hop music is a derivative of reggae.,True,False
Hip hop music grew out of reggae.,True,False
The release of the song Imagine by John Lennon was followed by the release of the song Happy Xmas (War Is Over).,True,True
The John Lennon song Imagine was followed by Happy Xmas (War Is Over).,True,True
John Lennon followed up his hit Imagine with Happy Xmas (War is Over).,True,True
"John Lennon's ""Imagine"" is a pop song.",True,True
"Well, imagine is a pop song by John Lennon.",True,False
Lady Anne Monson's nationality came from the Kingdom of England.,True,False
Do you know that Lady Anne Monson is an English national.,True,False
Lady Anne Monson lived in the Kingdom of England and was British!,True,False
"Well I know that India was founded on January 26, 1950.",True,False
India actually was founded on the 26th of January in 1950!,True,False
"I know that India was founded on January 26th, 1950!",True,False
The song Imagine by John Lennon got the FIMI certification.,True,False
"John Lennon's ""Imagine"" is certified with FIMI certification.",True,True
The John Lennon song Imagine has been certified by FIMI.,True,True
The Train song Mermaid is by Amund Bjorklund.,True,False
The Train song Mermaid was written by Amund Bjørklund.,True,False
"The Train song, Mermaid, was written by Amund Bjørklund.",True,False
The song Mermaid is off the album California 37 by the band Train.,True,False
The Train song Mermaid was from the California 37 Train album.,True,False
"""Mermaid"" is a song on Train's ""California 37"" album.",True,False
Do you know the OS grid reference for Darlington is NZ289147.,True,True
"Well, Darlington has a grid reference of NZ 289147.",True,True
John Lennon wrote Imagine and also wrote Power to the People.,True,False
The John Lennon song Imagine is preceded by the song Power to the People.,True,False
Imagine by John Lennon is preceded by Power to the People.,True,True
Pat Monahan wrote a song called Mermaid by the band Train.,True,False
Baroque pop is a fusion genre which includes some elements of pop rock.,True,True
Baroque pop is a fusion genre of pop rock.,True,False
Phil Spector produced Imagine by John Lennon!,True,False
Phil Spector also produced the John Lennon classic Imagine.,True,False
The song Imagine by John Lennon was produced by Phil Spector!,True,False
Are you familiar with Anne Monson? She studied botany.,True,False
I know Lady Anne Monson is a botanist.,True,False
The long name of India is actually the Republic of India.,True,False
"India has a long name, Republic of India.",True,True
"I know that India's official name is ""Republic of India"".",True,True
"Do you know that lady Anne Monson died on February 18, 1776.",True,False
"Well, Lady Anne Monson died on 1776-02-18.",True,False
"Lady Anne Monson passed away in February 18th, 1776.",True,False
The birthdate of Lady Anne Monson is 1726-01-01.,True,False
"Lady Anne Monson was born in 1726 on January, 1.",True,False
"Yes, and Anne Monson was born on January 1, 1726.",True,False
"Yes, Charlie Colin is a former bandmate of the band Train!",True,False
I know that Charlie Colin was a former band member of Train.,True,False
Do you know that Charlie Colin is the former member of Train?,True,False
I know that Darlington has a population of one hundred and six thousand!,True,False
The city of Darlington has a population of 106000.,True,False
Well India has a total area of 3287590000000.0!,True,False
"And the total area of India is 3,287,590 square kilometers!",True,True
It is. The total area of India is 3287590000000.,True,False
The music production team Stargate has actually worked with Benny Blanco.,True,True
The Train song Mermaid was produced by an Espionage team.,True,False
"Yes, the Hobbit was published by George Allen & Unwin.",True,True
Stargate is a production company associated with Michael Jackson!,True,True
The Train song Mermaid was actually produced by the production team Espionage.,True,True
"Yes, the Stargate was Michael Jackson's production team!",True,False
Mermaid by Train was written in the reggae genre.,True,False
Andrzej Piotr Ruszczyński was influenced by Darinka Dentcheva.,True,True
Did you know that the anthem of the German Empire is Das Lied der Deutschen.,True,False
I know that Darlington is a town in the United Kingdom.,True,True
Benny Blanco is also a musician associated with Stargate productions team.,True,True
The Train song Mermaid was actually written by Espen Lind!,True,False
The Stargate production team is associated with Benny Blanco!,True,True
Dub music takes its origin in the reggae music.,True,False
The Train song Mermaid is considered a reggae song.,True,False
I believe Lady Anne Monson was born in the Kingdom of England.,True,False
Andrzej Piotr Ruszczyński is influenced by Darinka Dentcheva.,True,False
Reggae music evolved out of a musical genre called ska.,True,True
Lady Anne Monson lived a very long time in India.,True,False
The year that the Kingdom of England was dissolution was 1707.,True,False
The Train song by Mermaid is a pop rock song.,True,True
The production team behind Mermaid is called the espionage.,True,False
Andrzej Piotr Ruszczyński has been influenced by Darinka Dentcheva.,True,True
I know that the national anthem of the German Empire was Das Lied der Deutschen.,True,True
"Yep, Johnny Colt was a member of Train.",True,False
Dub music is a musical style derivative of reggae.,True,False
The Kingdom of England was actually dissolved in the year 1707.,True,False
"Well, Polydor Records' distributing label is Universal Music Group!",True,True
"Well, The Train song Mermaid belongs to the genre of pop rock.",True,True
Are you familiar with Johnny Colt? He was a member of Train.,True,True
I know that Polydor Records is distributed by Universal Music Group.,True,True
Yes the dissolution of the Kingdom of England took place in 1707!,True,False
The stylistic origin of reggae is ska.,True,True
Dub music is a derivative of reggae.,True,False
Ska is one of reggae's stylistic origins.,True,False
"Well, Darlington is in the United Kingdom.",True,True
"Yes, the town of Darlington is in the United Kingdom!",True,True
Espen Lind is the creator of the song Mermaid by Train.,True,False
And the distributing label of Polydor Records is Universal Music Group!,True,True
Lady Anne Monson resides in India?,True,False
Have you heard of Johnny Colt? He was a member of Train.,True,True
The Train song “Mermaid” is an example of reggae.,True,False
George Allen and Unwin was actually the publisher of The Hobbit.,True,False
Yes. The capital of the Kingdom of England was Winchester!,True,False
Espen Lind wrote the song Mermaid by the band Train!,True,False
"AGR is the ATA Location Identifier for Agra Airport, Agra.",True,True
AGR is the ATA Location Identifier for Agra Airport in Agra.,True,True
The airport Agra is located in Agra and its ICAO location identifier is VIAG.,True,True
Agra airport is in India and they have the ATA location identifier AGR.,True,True
Agra airport is located in India and has the ICAO location identifier VIAG.,True,True
"The location identifier for Agra Airport, in India is called VIAG.",True,False
The ICAO Location Identifier of Agra Airport in India is called VIAG.,True,True
"Yes, Agra Airport is located in India where the leader is Narendra Modi.",True,False
Agra Airport is located in India where the leader is Narendra Modi?,True,True
The leader in India is Narendra Modi and Agra airport is located there.,True,True
Agra Airport in Uttar Pradesh has the IATA Location Identifier of AGR.,True,True
Agra Airport is located in Uttar Pradesh with the ICAO Location Identifier of VIAG.,True,True
Agra Airport is in Uttar Pradesh and the ICAO identifier is VIAG.,True,True
"Agra Airport is located in Uttar Pradesh, part of Bundelkhand.",True,True
"Yeah, Agra Airport is located in Uttar Pradesh which is part of Bundelkhand.",True,False
Agra Airport is in Uttar Pradesh. Ram Naik is the leader there.,True,False
"Agra Airport is located in Uttar Pradesh, Ram Naik is the leader there.",True,False
Agra Airport is located in Uttar Pradesh where the leader is Ram Naik.,True,False
"Oh yes, Agra Airport in Agra is operated by the Indian Air Force.",True,False
Agra Airport is located in Agra and is operated by the Indian Air Force.,True,False
The operating organization for Agra Airport in Agra is the Indian Air Force!,True,False
The Indian Air Force has the Boeing C-17 Globemaster III and it also operates Agra Airport.,True,False
"The Boeing C-17 Globemaster III is a transport aircraft in the Indian Air Force, the operating organisation for Agra Airport.",True,False
"Yes, the Al Taqaddum air base is 84 metres above sea level and serves Fallujah.",True,False
Al-Taqaddum Air Base. It serves the city of Fallujah in Iraq.,True,False
The Al Taqaddum Air Base serves Fallujah Iraq.,True,False
The Al Taqaddum Air Base serves the city of Fallujah which is in Iraq?,True,True
Al Taqaddum air base serves Fallujah with a runway length of 3684.,True,False
India's Air Force has a helicopter known as the HAL Light Combat Helicopter and also operates Agra Airport.,True,True
The HAL Light Combat Helicopter is a Helicopter used by the Indian Air Force who operates the Agra Airport.,True,False
Agra Airport is operated by the Indian Air Force. They use the HAL Light Combat Helicopter.,True,False
Agustin Barboza is a solo singer. He plays the Guarania genre.,True,False
Agustin Barboza is a solo singer for Guarania.,True,False
Agustin Barboza is from Asuncion in Paraguay.,True,True
Agustin Barboza was also born in Asuncion Paraguay.,True,False
"Agustin Barboza is also from Asuncion, Paraguay.",True,False
I read that Paraguay born Agustin Barboza died in Asuncion.,True,True
Agustin Barboza died in Asuncion (part of Gran Asuncion).,True,True
Agustín Barboza was born in Asuncion and died in Paraguay.,True,True
"Agustín Barboza was born in Asunción, Paraguay.",True,False
Well Agustin Barboza died in Asuncion Paraguay.,True,False
Agustin Barboza was from Paraguay and died in Asuncion.,True,False
"Born in Asunción, Agustín Barboza, is signed to Philips Records.",True,False
Agustin Barboza from Asuncion is signed to Philips Records.,True,False
"Yes, Agustin Barboza was born in Asuncion and is signed to Philips Records.",True,False
"Alfredo Zitarrosa was born in Montevideo, which is led by Daniel Martinez.",True,False
Alfredo Zitarrosa was born in Montevideo where the leader is the politician Daniel Martínez.,True,False
"The birth place of Alfredo Zitarrosa is Montevideo, where the leader is the politician Daniel Martínez.",True,False
"Yeah! Alfredo Zitarrosa died in Montevideo, Uruguay.",True,True
Yeah Alfredo Zitarrosa died in Montevideo Uruguay.,True,True
"Alfredo Zitarrosa also died in Montevideo, Uruguay.",True,True
Alfredo Zitarrosa sings solo and his musical genre is Candombe.,True,False
"Yes, Solo singer Alfredo Zitarrosa plays Candombe music!",True,False
"Alfredo Zitarrosa was signed to the RCA Records label, the distributing company of which, is Legacy Recordings.",True,True
Alfredo Zitarrosa's record label is RCA Records which is distributed by Legacy Recordings.,True,False
Agustín Barboza was born in Asunción which is a part of Gran Asunción.,True,False
"Agustin Barboza was actually born in Asuncion, part of Gran Asuncion!",True,False
Agustin Barboza was born in Asuncion which is part of Gran Asunción.,True,True
Alfredo Zitarrosa is from Montevideo Uruguay.,True,True
Montevideo Uruguay is also where Alfredo Zitarrosa was born.,True,True
Agustin Barboza is from Paraguay where the leader is Juan Afara.,True,False
Agustín Barboza was born in Paraguay where the leader is Juan Afara.,True,False
"Universal Music Group's, Philips Records, is the label of Agustín Barboza.",True,False
"Alfredo Zitarrosa's birth place was Uruguay, where the leader is, Raul Fernando Sendic Rodriguez.",True,False
"Alfredo Zitarrosa was born in Uruguay, a country led by Raul Fernando Sendic Rodriguez.",True,False
Alfredo Zitarrosa died in Uruguay the leader is Raul Fernando Sendic Rodriguez.,True,False
"Alfredo Zitarrosa died in Uruguay, a country led by Raul Fernando Sendic Rodriguez.",True,False
Alfredo Zitarrosa died in Uruguay where the leader is Tabaré Vázquez.,True,True
Chris Patten is a representative of British Hong Kong where William Anders was born.,True,False
William Anders was born on the 17th of October 1933 and graduated from AFIT in 1962 with an M.S.,True,False
"William Anders, who was born on the 17th of October 1933, graduated from AFIT, M.S. in 1962.",True,False
William Anders was born 1933-10-17 and got an MS from AFIT in 1962.,True,True
William Anders (1933-10-17) graduated from AFIT with a master of science in 1962.,True,True
"William Anders was born on October 17th, 1933 and his Alma Mater was AFIT, M.S. which he attended in 1962.",True,False
"William Anders (born on 1933-10-17) graduated from AFIT, M.S. in 1962.",True,True
"William Anders of Apollo 8 retired on September 1st, 1969.",True,False
"William Anders, crew member of Apollo 8, retired on September 1st, 1969.",True,True
"William Anders was once a crew member of Apollo 8 and he retired on September 1st, 1969.",True,True
William Anders was a crew member of Apollo 8 that retired 1969/09/01.,True,True
"William Anders, the American was born in British Hong Kong.",True,False
William Anders from the United States was actually born in British Hong Kong.,True,False
William Anders is from the United States but was actually born in British Hong Kong.,True,False
William Anders is from the United States but was born in British Hong Kong!,True,False
Well William Anders was born in British Hong Kong but is a United States national.,True,False
William Anders is from the United States and was born in British Hong Kong.,True,False
William Anders was born in British Hong Kong and is a citizen of the United States.,True,False
William Anders was born in British Hong Kong and then later became a pilot.,True,True
"William Anders was a fighter pilot born in British, Hong Kong?",True,False
William Anders from British Hong Kong served as a fighter pilot.,True,True
William Anders who was born in British Hong Kong is a fighter pilot!,True,True
William Anders served as a fighter pilot and crew member of Apollo 8.,True,False
William Anders served as Chief of the Astronaut Office in 1976 and had a title as the United States Ambassador to Norway.,True,False
William Anders time as Chief of the Astronaut Office in 1976 prepared him for his new position as United States Ambassador to Norway.,True,False
"William Anders, United States Ambassador to Norway, served as Chief of the Astronaut Office in 1976.",True,True
"Well, both William Anders and Frank Borman were crew members aboard Apollo 8!",True,True
William Anders and Frank Borman were in the Apollo 8 crew.,True,True
William Anders and Frank Borman were members of Apollo 8.,True,True
William Anders and Frank Borman were the crew of Apollo 8.,True,False
"Born on 17 October, 1933, William Anders joined NASA in 1963.",True,True
"William Anders was born in October 17, 1933 and joined NASA in 1963.",True,True
"William Anders was born October 17th, 1933. He joined NASA in 1963.",True,True
Alaa Abdul-Zahra plays forward for Al Shorta SC.,True,False
I read that Alaa Abdul Zahra is a forward for Al Shorta SC.,True,False
Alaa Abdul-Zahra is a forward and play for the club Al Shorta SC.,True,True
"Architect John Madin, designed 103 Colmore Row, located on Colmore Row, in Birmingham, England.",True,False
"John Madin also designed 103 Colmore Row in Birmingham, England.",True,False
"103 Colmore Row in Birmingham, England was designed by John Madin?",True,True
"103 Colmore Row, located at Colmore Row was designed by John Madin.",True,True
John Madin designed 103 Colmore Row which is located in Colmore Row.,True,False
"John Madin designed 103 Colmore Row, located in Colmore Row.",True,True
John Madin who was born in Birmingham designed 103 Colmore Row.,True,False
"The architect John Madin, born in Birmingham designed 103 Colmore Row.",True,False
103 Colmore Row was designed by John Madin who lives in Birmingham.,True,False
John Madin from Birmingham actually designed 103 Colmore Row.,True,False
103 Colmore Row at Colmore Row was actually completed in 1976.,True,False
Well number 103 in Colmore Row was actually completed in 1976.,True,False
Actually 103 Colmore Row actually on Colmore Row has 23 floors.,True,False
"well there are 23 floors at 103 Colmore Row, Birmingham, England.",True,False
"103 Colmore Row with 23 floors, is located on Colmore Row, Birmingham, England.",True,True
103 Colmore Row is in Birmingham. It was designed by John Madin.,True,True
"Yeah, 103 Colmore Row in Birmingham has 23 floors!",True,False
"103 Colmore Row is in Birmingham, it has 23 floors!",True,True
103 Colmore Row is in Birmingham and has 23 floors!,True,True
Adare Manor is in the Republic of Ireland led by Enda Kenny.,True,False
Alan B. Miller Hall is at 101 Ukrop Way and was completed on 1 June 2009.,True,True
"Alan B. Miller Hall was completed on 1 June 2009, and its address is 101 Ukrop Way.",True,True
"Robert A. M. Stern is the architect of Alan B. Miller Hall, The Mason School of Business.",True,True
"The Mason School of Business are the current tenants of Alan B Miller Hall, which was designed by Robert A M Stern.",True,True
"The Mason School of Business are the current tenants of Alan B Miller Hall, designed by Robert A M Stern.",True,True
"Alan B Miller Hall (which was inaugurated on 2009-10-02) has the address ""101 Ukrop Way"".",True,False
Alan B. Miller Hall at 101 Ukrop Way was inaugurated on 2009-10-02.,True,True
